z,p,cascades,verlauf
2,0.16999999999999998,7983,"[30, 73, 143, 247, 423, 702, 1132, 1818, 2754, 3935, 5198, 6278, 7067, 7513, 7747, 7865, 7918, 7949, 7965, 7975, 7980, 7981, 7983, 7983]"
2,0.17999999999999997,7744,"[30, 87, 166, 264, 418, 631, 941, 1387, 1997, 2844, 3921, 5015, 6052, 6807, 7286, 7539, 7670, 7720, 7735, 7743, 7744, 7744]"
2,0.18999999999999995,7829,"[30, 76, 136, 200, 298, 426, 608, 866, 1228, 1745, 2437, 3297, 4345, 5359, 6224, 6860, 7300, 7576, 7716, 7780, 7809, 7821, 7826, 7827, 7828, 7829, 7829]"
2,0.19999999999999996,7895,"[30, 69, 124, 201, 319, 485, 717, 1058, 1522, 2175, 3039, 4065, 5151, 6098, 6816, 7298, 7555, 7706, 7786, 7829, 7868, 7884, 7891, 7893, 7895, 7895]"
2,0.20999999999999996,7697,"[30, 85, 158, 242, 353, 482, 655, 893, 1209, 1649, 2249, 2998, 3874, 4804, 5716, 6444, 6938, 7280, 7469, 7569, 7625, 7650, 7670, 7683, 7694, 7696, 7697, 7697]"
2,0.21999999999999995,7705,"[30, 74, 126, 177, 252, 348, 476, 637, 853, 1154, 1537, 2003, 2584, 3216, 3890, 4625, 5332, 5954, 6505, 6918, 7224, 7427, 7544, 7597, 7637, 7664, 7680, 7689, 7695, 7699, 7701, 7702, 7704, 7705, 7705]"
2,0.22999999999999995,7820,"[30, 65, 105, 152, 222, 306, 400, 522, 666, 841, 1057, 1327, 1645, 2063, 2580, 3199, 3935, 4756, 5542, 6244, 6816, 7198, 7446, 7609, 7689, 7742, 7777, 7798, 7808, 7816, 7820, 7820]"
2,0.23999999999999994,7563,"[30, 83, 148, 213, 288, 368, 459, 565, 694, 847, 1041, 1269, 1560, 1936, 2390, 2906, 3514, 4149, 4814, 5436, 5982, 6455, 6818, 7100, 7287, 7404, 7481, 7521, 7547, 7557, 7562, 7563, 7563]"
2,0.24999999999999992,7484,"[30, 73, 120, 160, 209, 260, 321, 382, 455, 553, 667, 793, 944, 1121, 1325, 1579, 1848, 2174, 2562, 3005, 3488, 4011, 4547, 5033, 5504, 5938, 6307, 6648, 6895, 7076, 7209, 7309, 7367, 7404, 7428, 7452, 7465, 7474, 7480, 7483, 7484, 7484]"
3,0.1,9430,"[30, 101, 280, 695, 1690, 3716, 6583, 8607, 9260, 9404, 9428, 9430, 9430]"
3,0.11,9371,"[30, 113, 294, 706, 1638, 3549, 6372, 8435, 9172, 9333, 9365, 9369, 9371, 9371]"
3,0.12,9381,"[30, 103, 280, 635, 1469, 3086, 5682, 8021, 9052, 9303, 9365, 9377, 9381, 9381]"
3,0.13,9430,"[30, 97, 254, 598, 1380, 2996, 5577, 8045, 9103, 9372, 9422, 9430, 9430]"
3,0.13999999999999999,9362,"[30, 112, 279, 624, 1363, 2821, 5343, 7794, 8968, 9278, 9346, 9358, 9362, 9362]"
3,0.14999999999999997,9381,"[30, 97, 241, 505, 1087, 2228, 4321, 6895, 8597, 9202, 9344, 9373, 9380, 9381, 9381]"
3,0.15999999999999998,9430,"[30, 90, 214, 471, 1031, 2164, 4148, 6731, 8584, 9249, 9397, 9428, 9430, 9430]"
3,0.16999999999999998,9356,"[30, 109, 260, 532, 1041, 1992, 3715, 6116, 8206, 9058, 9288, 9341, 9355, 9356, 9356]"
3,0.17999999999999997,9377,"[30, 92, 211, 398, 762, 1437, 2747, 4871, 7317, 8756, 9221, 9349, 9371, 9376, 9377, 9377]"
3,0.18999999999999995,9430,"[30, 87, 186, 348, 656, 1235, 2296, 4057, 6509, 8452, 9193, 9379, 9424, 9429, 9430, 9430]"
3,0.19999999999999996,9349,"[30, 106, 236, 446, 784, 1385, 2433, 4152, 6466, 8335, 9102, 9288, 9338, 9349, 9349]"
3,0.20999999999999996,9358,"[30, 84, 172, 299, 507, 832, 1440, 2442, 4054, 6169, 8030, 8951, 9269, 9341, 9357, 9358, 9358]"
3,0.21999999999999995,9426,"[30, 81, 159, 267, 433, 678, 1084, 1742, 2861, 4679, 6941, 8551, 9198, 9389, 9419, 9426, 9426]"
3,0.22999999999999995,9344,"[30, 93, 182, 309, 472, 734, 1139, 1745, 2712, 4221, 6231, 8047, 8975, 9250, 9324, 9343, 9344, 9344]"
3,0.23999999999999994,9348,"[30, 77, 144, 222, 329, 464, 694, 1018, 1460, 2060, 3014, 4447, 6376, 8102, 8962, 9257, 9327, 9345, 9348, 9348]"
3,0.24999999999999992,9402,"[30, 78, 143, 228, 341, 479, 646, 856, 1150, 1604, 2232, 3193, 4673, 6647, 8301, 9050, 9316, 9392, 9401, 9402, 9402]"
4,0.1,9763,"[30, 132, 424, 1255, 3466, 7244, 9393, 9723, 9758, 9763, 9763]"
4,0.11,9777,"[30, 120, 367, 1044, 2911, 6533, 9201, 9734, 9774, 9777, 9777]"
4,0.12,9809,"[30, 112, 341, 989, 2768, 6397, 9197, 9758, 9804, 9809, 9809]"
4,0.13,9763,"[30, 125, 370, 990, 2605, 5908, 8934, 9669, 9755, 9763, 9763]"
4,0.13999999999999999,9777,"[30, 110, 308, 811, 2102, 5017, 8453, 9646, 9770, 9777, 9777]"
4,0.14999999999999997,9809,"[30, 107, 299, 772, 1974, 4728, 8269, 9619, 9785, 9808, 9809, 9809]"
4,0.15999999999999998,9763,"[30, 119, 329, 794, 1895, 4420, 7954, 9510, 9740, 9761, 9763, 9763]"
4,0.16999999999999998,9777,"[30, 102, 254, 591, 1399, 3334, 6777, 9252, 9735, 9774, 9777, 9777]"
4,0.17999999999999997,9809,"[30, 95, 224, 503, 1086, 2382, 5075, 8426, 9629, 9789, 9808, 9809, 9809]"
4,0.18999999999999995,9763,"[30, 108, 262, 558, 1117, 2326, 4869, 8219, 9566, 9747, 9761, 9763, 9763]"
4,0.19999999999999996,9777,"[30, 95, 211, 446, 931, 1948, 4062, 7363, 9392, 9748, 9775, 9777, 9777]"
4,0.20999999999999996,9809,"[30, 87, 182, 352, 641, 1145, 2120, 4098, 7300, 9361, 9760, 9806, 9809, 9809]"
4,0.21999999999999995,9763,"[30, 94, 199, 352, 585, 963, 1694, 3188, 5921, 8699, 9629, 9751, 9761, 9763, 9763]"
4,0.22999999999999995,9777,"[30, 88, 163, 275, 452, 750, 1252, 2174, 3949, 6863, 9153, 9707, 9770, 9777, 9777]"
4,0.23999999999999994,9809,"[30, 83, 160, 261, 408, 617, 929, 1443, 2386, 4190, 7100, 9233, 9749, 9804, 9808, 9809, 9809]"
4,0.24999999999999992,9760,"[30, 83, 149, 225, 309, 412, 532, 707, 977, 1412, 2122, 3371, 5727, 8419, 9566, 9740, 9759, 9760, 9760]"
5,0.1,9926,"[30, 142, 507, 1747, 5285, 9206, 9904, 9926, 9926]"
5,0.11,9936,"[30, 130, 457, 1552, 4827, 9006, 9884, 9933, 9936, 9936]"
5,0.12,9918,"[30, 139, 485, 1554, 4712, 8880, 9867, 9915, 9918, 9918]"
5,0.13,9926,"[30, 129, 409, 1249, 3815, 8244, 9835, 9923, 9926, 9926]"
5,0.13999999999999999,9936,"[30, 122, 386, 1146, 3408, 7822, 9783, 9927, 9936, 9936]"
5,0.14999999999999997,9918,"[30, 123, 379, 1019, 2940, 7105, 9650, 9902, 9918, 9918]"
5,0.15999999999999998,9926,"[30, 118, 323, 826, 2286, 5913, 9394, 9897, 9926, 9926]"
5,0.16999999999999998,9936,"[30, 105, 278, 681, 1696, 4521, 8698, 9872, 9932, 9936, 9936]"
5,0.17999999999999997,9918,"[30, 107, 272, 633, 1465, 3697, 7835, 9743, 9913, 9918, 9918]"
5,0.18999999999999995,9926,"[30, 103, 242, 502, 1101, 2643, 6350, 9490, 9911, 9926, 9926]"
5,0.19999999999999996,9936,"[30, 96, 216, 428, 845, 1890, 4495, 8564, 9852, 9930, 9936, 9936]"
5,0.20999999999999996,9918,"[30, 91, 189, 364, 652, 1214, 2501, 5768, 9229, 9873, 9917, 9918, 9918]"
5,0.21999999999999995,9926,"[30, 94, 188, 329, 573, 1045, 2076, 4543, 8446, 9841, 9924, 9926, 9926]"
5,0.22999999999999995,9936,"[30, 90, 177, 293, 475, 794, 1328, 2440, 5121, 8844, 9872, 9932, 9936, 9936]"
5,0.23999999999999994,9918,"[30, 82, 149, 249, 367, 529, 769, 1180, 2020, 3908, 7578, 9704, 9907, 9918, 9918]"
5,0.24999999999999992,9926,"[30, 83, 138, 195, 261, 333, 407, 508, 650, 844, 1118, 1562, 2508, 4809, 8414, 9814, 9922, 9926, 9926]"
6,0.1,9982,"[30, 143, 603, 2408, 7298, 9869, 9978, 9982, 9982]"
6,0.11,9975,"[30, 150, 613, 2344, 7070, 9838, 9973, 9975, 9975]"
6,0.12,9980,"[30, 152, 537, 1957, 6297, 9743, 9974, 9980, 9980]"
6,0.13,9982,"[30, 126, 445, 1510, 5068, 9455, 9968, 9981, 9982, 9982]"
6,0.13999999999999999,9975,"[30, 128, 436, 1443, 4800, 9313, 9964, 9975, 9975]"
6,0.14999999999999997,9980,"[30, 132, 395, 1228, 4092, 8903, 9950, 9979, 9980, 9980]"
6,0.15999999999999998,9982,"[30, 111, 326, 904, 2787, 7582, 9884, 9981, 9982, 9982]"
6,0.16999999999999998,9975,"[30, 104, 277, 720, 2004, 5855, 9625, 9968, 9975, 9975]"
6,0.17999999999999997,9980,"[30, 114, 288, 692, 1813, 5288, 9473, 9965, 9980, 9980]"
6,0.18999999999999995,9982,"[30, 100, 250, 553, 1299, 3667, 8421, 9928, 9980, 9982, 9982]"
6,0.19999999999999996,9975,"[30, 93, 211, 443, 931, 2170, 5801, 9592, 9969, 9975, 9975]"
6,0.20999999999999996,9980,"[30, 95, 190, 365, 736, 1632, 4178, 8731, 9945, 9980, 9980]"
6,0.21999999999999995,9982,"[30, 86, 168, 279, 458, 797, 1523, 3575, 8129, 9904, 9979, 9982, 9982]"
6,0.22999999999999995,9975,"[30, 78, 138, 227, 346, 525, 830, 1425, 3038, 7238, 9827, 9971, 9975, 9975]"
6,0.23999999999999994,9980,"[30, 79, 128, 193, 275, 380, 529, 740, 1073, 1708, 3462, 7725, 9874, 9975, 9980, 9980]"
6,0.24999999999999992,9982,"[30, 69, 107, 137, 178, 211, 256, 301, 358, 442, 559, 726, 963, 1362, 2262, 4963, 9165, 9959, 9982, 9982]"
7,0.1,9992,"[30, 168, 741, 3295, 8805, 9979, 9992, 9992]"
7,0.11,9996,"[30, 160, 640, 2758, 8230, 9976, 9996, 9996]"
7,0.12,9994,"[30, 143, 576, 2331, 7572, 9947, 9994, 9994]"
7,0.13,9992,"[30, 143, 530, 2082, 7076, 9926, 9992, 9992]"
7,0.13999999999999999,9996,"[30, 144, 483, 1807, 6459, 9874, 9995, 9996, 9996]"
7,0.14999999999999997,9994,"[30, 117, 379, 1250, 4643, 9510, 9990, 9994, 9994]"
7,0.15999999999999998,9992,"[30, 112, 325, 977, 3393, 8728, 9979, 9992, 9992]"
7,0.16999999999999998,9996,"[30, 117, 306, 824, 2599, 7696, 9954, 9996, 9996]"
7,0.17999999999999997,9994,"[30, 104, 278, 718, 2136, 6787, 9900, 9994, 9994]"
7,0.18999999999999995,9992,"[30, 96, 231, 526, 1301, 4102, 9156, 9984, 9992, 9992]"
7,0.19999999999999996,9996,"[30, 96, 198, 398, 844, 2164, 6520, 9876, 9996, 9996]"
7,0.20999999999999996,9994,"[30, 88, 172, 307, 564, 1127, 2888, 7804, 9947, 9994, 9994]"
7,0.21999999999999995,9992,"[30, 77, 138, 249, 403, 683, 1222, 2819, 7559, 9938, 9991, 9992, 9992]"
7,0.22999999999999995,9996,"[30, 84, 133, 202, 293, 410, 577, 881, 1506, 3540, 8512, 9973, 9996, 9996]"
7,0.23999999999999994,9994,"[30, 68, 103, 141, 180, 233, 304, 406, 551, 766, 1163, 2080, 5240, 9577, 9991, 9994, 9994]"
7,0.24999999999999992,168,"[30, 63, 84, 104, 123, 143, 153, 164, 167, 168, 168]"
8,0.1,10000,"[30, 175, 793, 3907, 9486, 9998, 10000, 10000]"
8,0.11,9996,"[30, 149, 675, 3276, 9078, 9991, 9996, 9996]"
8,0.12,9999,"[30, 151, 641, 2842, 8700, 9994, 9999, 9999]"
8,0.13,10000,"[30, 149, 536, 2324, 7966, 9981, 10000, 10000]"
8,0.13999999999999999,9996,"[30, 128, 469, 1909, 7181, 9963, 9996, 9996]"
8,0.14999999999999997,9999,"[30, 127, 431, 1516, 6003, 9896, 9998, 9999, 9999]"
8,0.15999999999999998,10000,"[30, 126, 353, 1088, 4194, 9545, 9998, 10000, 10000]"
8,0.16999999999999998,9996,"[30, 118, 359, 1115, 4237, 9543, 9993, 9996, 9996]"
8,0.17999999999999997,9999,"[30, 97, 253, 648, 2037, 7054, 9957, 9999, 9999]"
8,0.18999999999999995,10000,"[30, 100, 213, 441, 1012, 3254, 8856, 9992, 10000, 10000]"
8,0.19999999999999996,9996,"[30, 90, 201, 401, 864, 2359, 7504, 9966, 9996, 9996]"
8,0.20999999999999996,9999,"[30, 77, 158, 300, 502, 953, 2454, 7589, 9975, 9999, 9999]"
8,0.21999999999999995,10000,"[30, 81, 134, 211, 315, 491, 823, 1678, 5083, 9762, 10000, 10000]"
8,0.22999999999999995,9996,"[30, 69, 112, 163, 223, 300, 414, 581, 873, 1580, 4343, 9476, 9993, 9996, 9996]"
8,0.23999999999999994,9999,"[30, 61, 83, 102, 119, 141, 160, 180, 195, 205, 214, 227, 247, 260, 270, 284, 301, 318, 341, 368, 389, 415, 442, 480, 527, 601, 727, 996, 1686, 4382, 9384, 9996, 9999, 9999]"
8,0.24999999999999992,125,"[30, 65, 82, 92, 103, 111, 120, 122, 124, 125, 125]"
9,0.1,9997,"[30, 168, 853, 4642, 9798, 9997, 9997]"
9,0.11,10000,"[30, 162, 773, 3974, 9660, 10000, 10000]"
9,0.12,10000,"[30, 167, 703, 3589, 9520, 10000, 10000]"
9,0.13,9997,"[30, 140, 561, 2710, 8867, 9993, 9997, 9997]"
9,0.13999999999999999,10000,"[30, 137, 490, 2044, 7870, 9991, 10000, 10000]"
9,0.14999999999999997,10000,"[30, 133, 427, 1620, 6765, 9985, 10000, 10000]"
9,0.15999999999999998,9997,"[30, 121, 405, 1501, 6384, 9956, 9997, 9997]"
9,0.16999999999999998,10000,"[30, 96, 273, 797, 3167, 9168, 9999, 10000, 10000]"
9,0.17999999999999997,10000,"[30, 109, 257, 617, 1925, 7286, 9984, 10000, 10000]"
9,0.18999999999999995,9997,"[30, 94, 214, 482, 1275, 4966, 9829, 9996, 9997, 9997]"
9,0.19999999999999996,10000,"[30, 81, 172, 358, 726, 1937, 7017, 9980, 10000, 10000]"
9,0.20999999999999996,10000,"[30, 88, 156, 259, 401, 689, 1455, 4962, 9834, 10000, 10000]"
9,0.21999999999999995,9997,"[30, 72, 122, 186, 291, 458, 797, 1691, 5826, 9924, 9996, 9997, 9997]"
9,0.22999999999999995,10000,"[30, 65, 95, 133, 174, 233, 276, 331, 395, 480, 619, 864, 1532, 4518, 9685, 9999, 10000, 10000]"
9,0.23999999999999994,132,"[30, 65, 85, 96, 103, 109, 115, 118, 121, 124, 127, 131, 132, 132]"
9,0.24999999999999992,86,"[30, 54, 66, 73, 80, 83, 85, 86, 86]"
10,0.1,10000,"[30, 182, 995, 5574, 9956, 10000, 10000]"
10,0.11,10000,"[30, 186, 919, 5156, 9924, 10000, 10000]"
10,0.12,9998,"[30, 153, 717, 4048, 9779, 9998, 9998]"
10,0.13,10000,"[30, 148, 600, 3117, 9418, 10000, 10000]"
10,0.13999999999999999,10000,"[30, 157, 566, 2626, 9008, 10000, 10000]"
10,0.14999999999999997,9998,"[30, 127, 460, 1962, 7984, 9995, 9998, 9998]"
10,0.15999999999999998,10000,"[30, 110, 328, 1085, 5185, 9922, 10000, 10000]"
10,0.16999999999999998,10000,"[30, 117, 306, 895, 3871, 9715, 10000, 10000]"
10,0.17999999999999997,9998,"[30, 97, 253, 695, 2563, 8766, 9997, 9998, 9998]"
10,0.18999999999999995,10000,"[30, 87, 190, 421, 1033, 4177, 9768, 10000, 10000]"
10,0.19999999999999996,10000,"[30, 85, 155, 275, 528, 1236, 4901, 9889, 10000, 10000]"
10,0.20999999999999996,9998,"[30, 75, 136, 222, 360, 621, 1403, 5452, 9925, 9998, 9998]"
10,0.21999999999999995,10000,"[30, 70, 113, 173, 232, 321, 438, 665, 1209, 3915, 9624, 10000, 10000]"
10,0.22999999999999995,10000,"[30, 63, 84, 96, 106, 114, 120, 128, 134, 138, 144, 149, 155, 162, 169, 177, 182, 192, 202, 222, 251, 284, 318, 357, 433, 541, 673, 956, 1773, 6170, 9973, 10000, 10000]"
10,0.23999999999999994,140,"[30, 53, 68, 76, 82, 92, 99, 105, 109, 114, 121, 129, 137, 140, 140]"
10,0.24999999999999992,115,"[30, 59, 81, 98, 105, 109, 111, 114, 115, 115]"
11,0.1,10000,"[30, 210, 1222, 6864, 9997, 10000, 10000]"
11,0.11,10000,"[30, 161, 875, 5379, 9963, 10000, 10000]"
11,0.12,10000,"[30, 150, 690, 4149, 9866, 10000, 10000]"
11,0.13,10000,"[30, 171, 725, 4157, 9846, 10000, 10000]"
11,0.13999999999999999,10000,"[30, 128, 523, 2811, 9357, 10000, 10000]"
11,0.14999999999999997,10000,"[30, 118, 398, 1679, 7817, 10000, 10000]"
11,0.15999999999999998,10000,"[30, 132, 420, 1611, 7487, 9999, 10000, 10000]"
11,0.16999999999999998,10000,"[30, 106, 310, 1042, 5270, 9953, 10000, 10000]"
11,0.17999999999999997,10000,"[30, 90, 223, 581, 2093, 8378, 10000, 10000]"
11,0.18999999999999995,10000,"[30, 95, 200, 419, 1002, 4324, 9875, 10000, 10000]"
11,0.19999999999999996,10000,"[30, 74, 147, 261, 496, 1190, 5045, 9936, 10000, 10000]"
11,0.20999999999999996,10000,"[30, 73, 129, 227, 357, 618, 1300, 5225, 9940, 10000, 10000]"
11,0.21999999999999995,10000,"[30, 63, 90, 109, 126, 142, 156, 169, 180, 190, 205, 224, 261, 319, 408, 535, 782, 1497, 5807, 9976, 10000, 10000]"
11,0.22999999999999995,10000,"[30, 58, 79, 96, 108, 124, 139, 163, 185, 212, 226, 237, 250, 264, 282, 296, 304, 319, 340, 366, 409, 484, 616, 902, 1805, 7054, 9987, 10000, 10000]"
11,0.23999999999999994,10000,"[30, 58, 86, 106, 123, 133, 143, 153, 164, 170, 175, 178, 182, 186, 195, 203, 213, 228, 242, 264, 285, 312, 329, 343, 351, 366, 379, 393, 408, 428, 453, 472, 500, 527, 569, 643, 759, 1025, 1896, 6874, 9993, 10000, 10000]"
11,0.24999999999999992,59,"[30, 51, 57, 59, 59]"
12,0.1,10000,"[30, 174, 1113, 6869, 9995, 10000, 10000]"
12,0.11,10000,"[30, 166, 891, 5690, 9988, 10000, 10000]"
12,0.12,10000,"[30, 184, 910, 5731, 9990, 10000, 10000]"
12,0.13,10000,"[30, 134, 628, 3974, 9871, 10000, 10000]"
12,0.13999999999999999,10000,"[30, 133, 509, 2803, 9531, 10000, 10000]"
12,0.14999999999999997,10000,"[30, 143, 515, 2546, 9314, 10000, 10000]"
12,0.15999999999999998,10000,"[30, 106, 347, 1379, 7178, 9999, 10000, 10000]"
12,0.16999999999999998,10000,"[30, 106, 287, 908, 4798, 9954, 10000, 10000]"
12,0.17999999999999997,10000,"[30, 95, 222, 550, 1926, 8401, 10000, 10000]"
12,0.18999999999999995,10000,"[30, 80, 167, 330, 764, 3020, 9592, 10000, 10000]"
12,0.19999999999999996,10000,"[30, 82, 153, 293, 579, 1575, 7237, 9999, 10000, 10000]"
12,0.20999999999999996,10000,"[30, 67, 99, 132, 172, 217, 294, 445, 774, 2111, 8477, 10000, 10000]"
12,0.21999999999999995,10000,"[30, 63, 92, 121, 150, 188, 223, 282, 356, 521, 875, 2479, 9039, 10000, 10000]"
12,0.22999999999999995,10000,"[30, 61, 95, 115, 131, 147, 164, 184, 205, 230, 266, 303, 347, 400, 472, 588, 778, 1336, 5085, 9960, 10000, 10000]"
12,0.23999999999999994,73,"[30, 56, 68, 72, 73, 73]"
12,0.24999999999999992,62,"[30, 48, 56, 60, 62, 62]"
13,0.1,10000,"[30, 192, 1249, 7597, 10000, 10000]"
13,0.11,10000,"[30, 194, 1139, 7053, 9997, 10000, 10000]"
13,0.12,10000,"[30, 151, 826, 5656, 9986, 10000, 10000]"
13,0.13,10000,"[30, 148, 662, 4484, 9958, 10000, 10000]"
13,0.13999999999999999,10000,"[30, 149, 625, 3810, 9902, 10000, 10000]"
13,0.14999999999999997,10000,"[30, 123, 473, 2614, 9498, 10000, 10000]"
13,0.15999999999999998,10000,"[30, 121, 390, 1681, 8329, 10000, 10000]"
13,0.16999999999999998,10000,"[30, 101, 257, 718, 3794, 9862, 10000, 10000]"
13,0.17999999999999997,10000,"[30, 89, 230, 601, 2459, 9401, 10000, 10000]"
13,0.18999999999999995,10000,"[30, 95, 219, 539, 1760, 8283, 10000, 10000]"
13,0.19999999999999996,10000,"[30, 70, 110, 159, 230, 356, 675, 2105, 8871, 10000, 10000]"
13,0.20999999999999996,10000,"[30, 67, 105, 148, 215, 327, 533, 1098, 5126, 9975, 10000, 10000]"
13,0.21999999999999995,10000,"[30, 69, 128, 191, 257, 362, 533, 906, 2735, 9417, 10000, 10000]"
13,0.22999999999999995,134,"[30, 57, 69, 72, 74, 76, 80, 86, 88, 89, 92, 95, 99, 103, 104, 105, 108, 115, 123, 128, 131, 134, 134]"
13,0.23999999999999994,88,"[30, 51, 64, 72, 79, 86, 88, 88]"
13,0.24999999999999992,73,"[30, 49, 65, 71, 73, 73]"
14,0.1,10000,"[30, 214, 1454, 8296, 10000, 10000]"
14,0.11,10000,"[30, 162, 1050, 7163, 9999, 10000, 10000]"
14,0.12,10000,"[30, 165, 873, 6228, 9997, 10000, 10000]"
14,0.13,10000,"[30, 160, 769, 5292, 9997, 10000, 10000]"
14,0.13999999999999999,10000,"[30, 135, 605, 4211, 9959, 10000, 10000]"
14,0.14999999999999997,10000,"[30, 128, 456, 2536, 9584, 10000, 10000]"
14,0.15999999999999998,10000,"[30, 115, 335, 1282, 7483, 10000, 10000]"
14,0.16999999999999998,10000,"[30, 100, 292, 950, 5829, 9997, 10000, 10000]"
14,0.17999999999999997,10000,"[30, 99, 244, 701, 3537, 9881, 10000, 10000]"
14,0.18999999999999995,10000,"[30, 73, 124, 208, 399, 1031, 5739, 9997, 10000, 10000]"
14,0.19999999999999996,10000,"[30, 72, 130, 218, 385, 803, 3526, 9879, 10000, 10000]"
14,0.20999999999999996,10000,"[30, 73, 137, 217, 344, 566, 1291, 6607, 9998, 10000, 10000]"
14,0.21999999999999995,10000,"[30, 61, 80, 92, 106, 113, 127, 145, 162, 172, 186, 200, 208, 213, 219, 223, 232, 243, 260, 277, 302, 344, 416, 534, 774, 1776, 8262, 10000, 10000]"
14,0.22999999999999995,119,"[30, 54, 69, 80, 93, 102, 108, 114, 117, 118, 119, 119]"
14,0.23999999999999994,79,"[30, 52, 69, 76, 79, 79]"
14,0.24999999999999992,54,"[30, 48, 54, 54]"
