z,p,cascades,verlauf
3,0.11,9390,"[30, 116, 344, 871, 2063, 4315, 7117, 8788, 9259, 9365, 9384, 9390, 9390]"
3,0.12,9440,"[30, 104, 260, 629, 1462, 3183, 5855, 8200, 9144, 9395, 9431, 9438, 9440, 9440]"
3,0.13,9472,"[30, 95, 242, 603, 1401, 3044, 5625, 8033, 9124, 9406, 9459, 9469, 9471, 9472, 9472]"
3,0.13999999999999999,9386,"[30, 115, 331, 789, 1755, 3607, 6292, 8419, 9151, 9347, 9378, 9386, 9386]"
3,0.14999999999999997,9436,"[30, 101, 232, 514, 1085, 2244, 4350, 7031, 8728, 9293, 9407, 9431, 9436, 9436]"
3,0.15999999999999998,9468,"[30, 90, 208, 464, 999, 2057, 3967, 6524, 8480, 9247, 9423, 9461, 9467, 9468, 9468]"
3,0.16999999999999998,9386,"[30, 105, 274, 584, 1203, 2345, 4356, 6918, 8556, 9174, 9340, 9378, 9385, 9386, 9386]"
3,0.17999999999999997,9433,"[30, 93, 199, 412, 789, 1471, 2708, 4794, 7222, 8789, 9302, 9416, 9432, 9433, 9433]"
3,0.18999999999999995,9465,"[30, 88, 190, 376, 727, 1326, 2418, 4256, 6676, 8531, 9255, 9416, 9460, 9464, 9465, 9465]"
3,0.19999999999999996,9379,"[30, 99, 231, 443, 824, 1417, 2479, 4281, 6580, 8391, 9109, 9316, 9366, 9377, 9379, 9379]"
3,0.20999999999999996,9427,"[30, 88, 172, 318, 534, 870, 1407, 2337, 3945, 6166, 8150, 9070, 9344, 9412, 9425, 9427, 9427]"
3,0.21999999999999995,9457,"[30, 79, 151, 263, 444, 714, 1150, 1831, 3013, 4901, 7116, 8652, 9264, 9414, 9451, 9456, 9457, 9457]"
3,0.22999999999999995,9374,"[30, 92, 194, 327, 518, 779, 1147, 1692, 2554, 3991, 5990, 7857, 8904, 9243, 9343, 9369, 9374, 9374]"
3,0.23999999999999994,9421,"[30, 80, 139, 237, 361, 513, 721, 1017, 1462, 2127, 3213, 4846, 6808, 8383, 9136, 9357, 9405, 9418, 9421, 9421]"
3,0.24999999999999992,9446,"[30, 75, 126, 204, 306, 424, 575, 756, 994, 1287, 1711, 2318, 3302, 4750, 6651, 8338, 9118, 9357, 9430, 9441, 9445, 9446, 9446]"
4,0.1,9812,"[30, 133, 458, 1428, 3940, 7740, 9534, 9790, 9810, 9812, 9812]"
4,0.11,9796,"[30, 126, 383, 1166, 3283, 7041, 9374, 9762, 9791, 9794, 9796, 9796]"
4,0.12,9817,"[30, 105, 314, 923, 2567, 6017, 9036, 9732, 9810, 9817, 9817]"
4,0.13,9812,"[30, 125, 406, 1175, 3148, 6741, 9260, 9741, 9800, 9810, 9812, 9812]"
4,0.13999999999999999,9796,"[30, 113, 314, 872, 2286, 5370, 8689, 9694, 9787, 9794, 9796, 9796]"
4,0.14999999999999997,9817,"[30, 98, 264, 679, 1734, 4196, 7802, 9543, 9789, 9814, 9817, 9817]"
4,0.15999999999999998,9812,"[30, 120, 358, 920, 2243, 5137, 8491, 9640, 9780, 9803, 9811, 9812, 9812]"
4,0.16999999999999998,9796,"[30, 101, 246, 600, 1392, 3260, 6707, 9237, 9745, 9790, 9795, 9796, 9796]"
4,0.17999999999999997,9817,"[30, 93, 224, 524, 1159, 2594, 5558, 8734, 9691, 9799, 9817, 9817]"
4,0.18999999999999995,9812,"[30, 110, 289, 654, 1384, 2984, 6100, 8941, 9702, 9793, 9810, 9812, 9812]"
4,0.19999999999999996,9792,"[30, 93, 196, 408, 808, 1599, 3324, 6492, 9105, 9726, 9787, 9791, 9792, 9792]"
4,0.20999999999999996,9812,"[30, 88, 185, 364, 700, 1336, 2667, 5288, 8437, 9634, 9790, 9811, 9812, 9812]"
4,0.21999999999999995,9812,"[30, 93, 203, 367, 637, 1111, 2033, 3906, 6967, 9199, 9731, 9800, 9810, 9812, 9812]"
4,0.22999999999999995,9792,"[30, 85, 158, 284, 471, 748, 1231, 2105, 3767, 6693, 9079, 9701, 9781, 9790, 9792, 9792]"
4,0.23999999999999994,9808,"[30, 76, 138, 238, 387, 613, 953, 1504, 2501, 4407, 7356, 9352, 9762, 9803, 9808, 9808]"
4,0.24999999999999992,9807,"[30, 77, 135, 200, 280, 378, 505, 670, 902, 1271, 1872, 3004, 5142, 7930, 9451, 9758, 9798, 9806, 9807, 9807]"
5,0.1,9926,"[30, 144, 513, 1798, 5440, 9237, 9897, 9925, 9926, 9926]"
5,0.11,9930,"[30, 122, 426, 1467, 4577, 8858, 9883, 9925, 9929, 9930, 9930]"
5,0.12,9925,"[30, 140, 501, 1665, 5085, 9084, 9879, 9922, 9924, 9925, 9925]"
5,0.13,9926,"[30, 128, 406, 1268, 3879, 8274, 9828, 9923, 9926, 9926]"
5,0.13999999999999999,9930,"[30, 114, 354, 1069, 3238, 7590, 9772, 9922, 9929, 9930, 9930]"
5,0.14999999999999997,9925,"[30, 129, 407, 1182, 3447, 7757, 9777, 9918, 9924, 9925, 9925]"
5,0.15999999999999998,9926,"[30, 112, 298, 812, 2226, 5821, 9348, 9893, 9924, 9926, 9926]"
5,0.16999999999999998,9930,"[30, 100, 260, 655, 1685, 4507, 8666, 9865, 9925, 9929, 9930, 9930]"
5,0.17999999999999997,9925,"[30, 118, 330, 796, 1977, 5039, 8967, 9869, 9920, 9925, 9925]"
5,0.18999999999999995,9926,"[30, 100, 222, 512, 1194, 2913, 6811, 9604, 9914, 9925, 9926, 9926]"
5,0.19999999999999996,9930,"[30, 90, 202, 429, 908, 2063, 4995, 8888, 9879, 9925, 9928, 9930, 9930]"
5,0.20999999999999996,9925,"[30, 98, 226, 437, 815, 1604, 3560, 7502, 9714, 9918, 9923, 9924, 9925, 9925]"
5,0.21999999999999995,9926,"[30, 90, 177, 342, 626, 1145, 2281, 5061, 8825, 9863, 9925, 9926, 9926]"
5,0.22999999999999995,9930,"[30, 79, 152, 258, 420, 677, 1113, 1997, 4106, 7965, 9766, 9923, 9929, 9930, 9930]"
5,0.23999999999999994,9925,"[30, 77, 132, 189, 263, 355, 472, 631, 850, 1197, 1918, 3558, 7060, 9591, 9906, 9922, 9924, 9925, 9925]"
5,0.24999999999999992,9926,"[30, 81, 132, 199, 274, 366, 483, 623, 842, 1149, 1593, 2538, 4897, 8558, 9830, 9920, 9926, 9926]"
6,0.1,9976,"[30, 138, 544, 2116, 6716, 9800, 9972, 9976, 9976]"
6,0.11,9976,"[30, 156, 629, 2404, 7280, 9856, 9975, 9976, 9976]"
6,0.12,9977,"[30, 132, 481, 1833, 6060, 9702, 9975, 9977, 9977]"
6,0.13,9976,"[30, 125, 423, 1461, 4979, 9417, 9968, 9976, 9976]"
6,0.13999999999999999,9976,"[30, 133, 458, 1531, 5119, 9448, 9967, 9976, 9976]"
6,0.14999999999999997,9977,"[30, 116, 336, 1089, 3648, 8523, 9935, 9977, 9977]"
6,0.15999999999999998,9976,"[30, 108, 308, 858, 2667, 7305, 9855, 9975, 9976, 9976]"
6,0.16999999999999998,9976,"[30, 118, 348, 907, 2682, 7337, 9852, 9973, 9976, 9976]"
6,0.17999999999999997,9977,"[30, 104, 247, 608, 1576, 4527, 9073, 9957, 9977, 9977]"
6,0.18999999999999995,9976,"[30, 98, 239, 553, 1351, 3776, 8494, 9944, 9975, 9976, 9976]"
6,0.19999999999999996,9976,"[30, 97, 211, 388, 761, 1690, 4575, 9065, 9955, 9976, 9976]"
6,0.20999999999999996,9977,"[30, 90, 180, 349, 688, 1409, 3470, 7999, 9901, 9976, 9977, 9977]"
6,0.21999999999999995,9976,"[30, 81, 149, 249, 393, 646, 1130, 2355, 5863, 9567, 9968, 9976, 9976]"
6,0.22999999999999995,9976,"[30, 77, 129, 195, 276, 396, 559, 818, 1323, 2504, 6001, 9553, 9964, 9976, 9976]"
6,0.23999999999999994,9977,"[30, 80, 134, 212, 311, 426, 606, 874, 1350, 2449, 5599, 9405, 9962, 9977, 9977]"
6,0.24999999999999992,9976,"[30, 69, 111, 160, 200, 247, 292, 332, 390, 461, 567, 683, 845, 1126, 1704, 3113, 6813, 9746, 9971, 9975, 9976, 9976]"
7,0.1,9989,"[30, 171, 760, 3418, 8975, 9982, 9989, 9989]"
7,0.11,9985,"[30, 140, 543, 2385, 7761, 9950, 9985, 9985]"
7,0.12,9989,"[30, 136, 522, 2120, 7249, 9917, 9989, 9989]"
7,0.13,9989,"[30, 146, 546, 2191, 7340, 9932, 9989, 9989]"
7,0.13999999999999999,9985,"[30, 124, 403, 1517, 5672, 9768, 9985, 9985]"
7,0.14999999999999997,9989,"[30, 109, 336, 1081, 3980, 9191, 9983, 9989, 9989]"
7,0.15999999999999998,9989,"[30, 121, 363, 1095, 3862, 9119, 9978, 9989, 9989]"
7,0.16999999999999998,9985,"[30, 110, 280, 798, 2569, 7689, 9946, 9985, 9985]"
7,0.17999999999999997,9989,"[30, 96, 250, 634, 1787, 5758, 9765, 9987, 9989, 9989]"
7,0.18999999999999995,9989,"[30, 101, 228, 476, 1115, 3315, 8532, 9978, 9989, 9989]"
7,0.19999999999999996,9985,"[30, 92, 191, 393, 854, 2165, 6538, 9842, 9983, 9985, 9985]"
7,0.20999999999999996,9989,"[30, 81, 164, 305, 541, 1037, 2503, 7082, 9912, 9989, 9989]"
7,0.21999999999999995,9989,"[30, 77, 134, 217, 324, 489, 780, 1500, 3963, 8958, 9979, 9989, 9989]"
7,0.22999999999999995,9985,"[30, 80, 142, 230, 354, 533, 801, 1346, 2920, 7547, 9929, 9984, 9985, 9985]"
7,0.23999999999999994,9989,"[30, 64, 99, 143, 179, 216, 255, 297, 345, 394, 473, 570, 745, 1057, 1666, 3748, 8626, 9976, 9989, 9989]"
7,0.24999999999999992,209,"[30, 60, 76, 93, 107, 116, 124, 133, 142, 146, 150, 155, 161, 167, 175, 184, 189, 196, 204, 207, 208, 209, 209]"
8,0.1,9998,"[30, 151, 705, 3527, 9272, 9995, 9998, 9998]"
8,0.11,9997,"[30, 156, 709, 3418, 9201, 9996, 9997, 9997]"
8,0.12,9994,"[30, 150, 648, 2957, 8848, 9990, 9994, 9994]"
8,0.13,9998,"[30, 135, 536, 2344, 8047, 9984, 9998, 9998]"
8,0.13999999999999999,9997,"[30, 130, 467, 1878, 7074, 9957, 9997, 9997]"
8,0.14999999999999997,9994,"[30, 122, 402, 1428, 5760, 9882, 9993, 9994, 9994]"
8,0.15999999999999998,9998,"[30, 108, 305, 982, 3858, 9374, 9996, 9998, 9998]"
8,0.16999999999999998,9997,"[30, 98, 271, 776, 2802, 8433, 9989, 9997, 9997]"
8,0.17999999999999997,9994,"[30, 98, 245, 608, 1818, 6551, 9923, 9994, 9994]"
8,0.18999999999999995,9998,"[30, 89, 199, 468, 1177, 4023, 9395, 9994, 9998, 9998]"
8,0.19999999999999996,9997,"[30, 83, 172, 343, 735, 1872, 6322, 9900, 9997, 9997]"
8,0.20999999999999996,9994,"[30, 77, 139, 234, 397, 693, 1470, 4655, 9627, 9992, 9994, 9994]"
8,0.21999999999999995,9998,"[30, 74, 131, 208, 303, 446, 700, 1324, 3613, 8989, 9994, 9998, 9998]"
8,0.22999999999999995,9997,"[30, 64, 104, 148, 199, 261, 335, 433, 566, 801, 1368, 3414, 8772, 9993, 9997, 9997]"
8,0.23999999999999994,9994,"[30, 53, 76, 92, 105, 114, 121, 127, 133, 135, 136, 138, 143, 149, 154, 159, 161, 165, 177, 189, 201, 215, 229, 243, 256, 264, 272, 280, 287, 296, 306, 313, 323, 336, 350, 366, 381, 397, 420, 449, 488, 547, 637, 778, 1022, 1583, 3727, 9021, 9990, 9994, 9994]"
8,0.24999999999999992,231,"[30, 60, 83, 102, 117, 127, 145, 162, 180, 192, 201, 210, 216, 224, 229, 231, 231]"
9,0.1,9998,"[30, 169, 849, 4554, 9789, 9997, 9998, 9998]"
9,0.11,9998,"[30, 162, 799, 4185, 9720, 9996, 9998, 9998]"
9,0.12,9999,"[30, 149, 665, 3385, 9414, 9999, 9999]"
9,0.13,9998,"[30, 145, 592, 2902, 9069, 9995, 9998, 9998]"
9,0.13999999999999999,9998,"[30, 126, 480, 2076, 7965, 9992, 9998, 9998]"
9,0.14999999999999997,9999,"[30, 119, 372, 1394, 6106, 9952, 9999, 9999]"
9,0.15999999999999998,9998,"[30, 114, 357, 1301, 5699, 9906, 9998, 9998]"
9,0.16999999999999998,9998,"[30, 100, 265, 734, 2713, 8757, 9996, 9998, 9998]"
9,0.17999999999999997,9999,"[30, 98, 241, 635, 2091, 7741, 9988, 9999, 9999]"
9,0.18999999999999995,9998,"[30, 93, 200, 447, 1121, 4065, 9585, 9998, 9998]"
9,0.19999999999999996,9998,"[30, 79, 160, 288, 542, 1200, 4054, 9577, 9997, 9998, 9998]"
9,0.20999999999999996,9999,"[30, 75, 132, 226, 371, 678, 1442, 4983, 9824, 9999, 9999]"
9,0.21999999999999995,9998,"[30, 76, 136, 213, 308, 446, 675, 1235, 3700, 9375, 9998, 9998]"
9,0.22999999999999995,9998,"[30, 54, 77, 105, 133, 153, 170, 186, 204, 221, 239, 252, 268, 284, 304, 325, 351, 382, 428, 492, 601, 803, 1329, 3533, 9246, 9997, 9998, 9998]"
9,0.23999999999999994,9999,"[30, 59, 91, 127, 164, 206, 242, 287, 323, 376, 458, 597, 817, 1279, 2923, 8556, 9996, 9999, 9999]"
9,0.24999999999999992,87,"[30, 56, 71, 83, 87, 87]"
10,0.1,10000,"[30, 179, 1000, 5573, 9967, 10000, 10000]"
10,0.11,10000,"[30, 161, 813, 4682, 9904, 10000, 10000]"
10,0.12,9999,"[30, 162, 787, 4403, 9829, 9999, 9999]"
10,0.13,10000,"[30, 141, 617, 3285, 9509, 10000, 10000]"
10,0.13999999999999999,10000,"[30, 127, 456, 2107, 8404, 10000, 10000]"
10,0.14999999999999997,9999,"[30, 120, 430, 1917, 8031, 9997, 9999, 9999]"
10,0.15999999999999998,10000,"[30, 108, 326, 1098, 5147, 9919, 10000, 10000]"
10,0.16999999999999998,10000,"[30, 99, 260, 794, 3378, 9497, 10000, 10000]"
10,0.17999999999999997,9999,"[30, 92, 226, 569, 1940, 7793, 9995, 9999, 9999]"
10,0.18999999999999995,10000,"[30, 85, 177, 356, 782, 2710, 8969, 9999, 10000, 10000]"
10,0.19999999999999996,10000,"[30, 78, 146, 261, 482, 1054, 3816, 9644, 10000, 10000]"
10,0.20999999999999996,9999,"[30, 71, 125, 204, 324, 539, 1073, 3468, 9443, 9999, 9999]"
10,0.21999999999999995,10000,"[30, 53, 78, 109, 140, 168, 193, 225, 263, 307, 372, 482, 692, 1271, 4265, 9756, 10000, 10000]"
10,0.22999999999999995,10000,"[30, 65, 102, 145, 187, 232, 277, 342, 447, 611, 903, 1800, 6388, 9981, 10000, 10000]"
10,0.23999999999999994,193,"[30, 57, 78, 103, 118, 130, 141, 151, 157, 167, 174, 179, 186, 189, 192, 193, 193]"
10,0.24999999999999992,64,"[30, 47, 53, 57, 59, 60, 62, 64, 64]"
11,0.1,10000,"[30, 176, 1040, 6193, 9986, 10000, 10000]"
11,0.11,9999,"[30, 180, 997, 5946, 9982, 9999, 9999]"
11,0.12,10000,"[30, 158, 784, 4755, 9949, 10000, 10000]"
11,0.13,10000,"[30, 134, 536, 3005, 9544, 10000, 10000]"
11,0.13999999999999999,9999,"[30, 133, 538, 2973, 9500, 9999, 9999]"
11,0.14999999999999997,10000,"[30, 121, 417, 1836, 8173, 10000, 10000]"
11,0.15999999999999998,10000,"[30, 104, 311, 1150, 5876, 9978, 10000, 10000]"
11,0.16999999999999998,9999,"[30, 106, 300, 971, 4807, 9914, 9999, 9999]"
11,0.17999999999999997,10000,"[30, 88, 195, 446, 1370, 6603, 9993, 10000, 10000]"
11,0.18999999999999995,10000,"[30, 80, 168, 359, 876, 3563, 9674, 10000, 10000]"
11,0.19999999999999996,9999,"[30, 81, 154, 271, 528, 1257, 5603, 9971, 9999, 9999]"
11,0.20999999999999996,10000,"[30, 62, 102, 160, 232, 333, 507, 883, 2711, 9122, 10000, 10000]"
11,0.21999999999999995,10000,"[30, 63, 102, 145, 187, 243, 299, 387, 530, 861, 2069, 7933, 9998, 10000, 10000]"
11,0.22999999999999995,9999,"[30, 62, 85, 116, 151, 181, 217, 259, 307, 363, 446, 565, 754, 1207, 3409, 9520, 9999, 9999]"
11,0.23999999999999994,109,"[30, 50, 62, 76, 88, 93, 99, 105, 109, 109]"
11,0.24999999999999992,84,"[30, 47, 58, 67, 72, 77, 82, 84, 84]"
12,0.1,10000,"[30, 191, 1200, 7182, 9995, 10000, 10000]"
12,0.11,10000,"[30, 173, 992, 6267, 9990, 10000, 10000]"
12,0.12,10000,"[30, 146, 683, 4401, 9943, 10000, 10000]"
12,0.13,10000,"[30, 146, 670, 4264, 9927, 10000, 10000]"
12,0.13999999999999999,10000,"[30, 133, 524, 2959, 9589, 10000, 10000]"
12,0.14999999999999997,10000,"[30, 111, 375, 1726, 8189, 10000, 10000]"
12,0.15999999999999998,10000,"[30, 117, 382, 1587, 7937, 10000, 10000]"
12,0.16999999999999998,10000,"[30, 99, 241, 678, 3129, 9671, 10000, 10000]"
12,0.17999999999999997,10000,"[30, 82, 185, 450, 1485, 7276, 9999, 10000, 10000]"
12,0.18999999999999995,10000,"[30, 87, 180, 379, 983, 4693, 9953, 10000, 10000]"
12,0.19999999999999996,10000,"[30, 66, 115, 196, 329, 593, 1493, 6945, 9995, 10000, 10000]"
12,0.20999999999999996,10000,"[30, 69, 119, 189, 270, 424, 721, 1851, 7949, 10000, 10000]"
12,0.21999999999999995,10000,"[30, 63, 94, 136, 182, 243, 326, 430, 615, 1093, 3859, 9819, 10000, 10000]"
12,0.22999999999999995,144,"[30, 50, 63, 75, 86, 95, 108, 123, 135, 140, 143, 144, 144]"
12,0.23999999999999994,86,"[30, 51, 66, 75, 78, 81, 85, 86, 86]"
12,0.24999999999999992,70,"[30, 51, 60, 64, 68, 70, 70]"
13,0.1,10000,"[30, 189, 1253, 7655, 9997, 10000, 10000]"
13,0.11,10000,"[30, 164, 958, 6406, 9997, 10000, 10000]"
13,0.12,10000,"[30, 163, 897, 6094, 9994, 10000, 10000]"
13,0.13,10000,"[30, 145, 664, 4449, 9958, 10000, 10000]"
13,0.13999999999999999,10000,"[30, 118, 450, 2696, 9565, 10000, 10000]"
13,0.14999999999999997,10000,"[30, 125, 472, 2611, 9563, 10000, 10000]"
13,0.15999999999999998,10000,"[30, 107, 317, 1155, 6644, 9996, 10000, 10000]"
13,0.16999999999999998,10000,"[30, 88, 218, 643, 3263, 9778, 10000, 10000]"
13,0.17999999999999997,10000,"[30, 99, 242, 597, 2558, 9426, 10000, 10000]"
13,0.18999999999999995,10000,"[30, 77, 155, 286, 603, 1986, 8780, 10000, 10000]"
13,0.19999999999999996,10000,"[30, 71, 135, 242, 413, 875, 3609, 9837, 10000, 10000]"
13,0.20999999999999996,10000,"[30, 68, 111, 179, 286, 469, 883, 3208, 9715, 10000, 10000]"
13,0.21999999999999995,10000,"[30, 52, 64, 86, 108, 127, 146, 166, 188, 216, 252, 288, 342, 410, 496, 679, 1189, 5047, 9978, 10000, 10000]"
13,0.22999999999999995,218,"[30, 56, 82, 104, 118, 134, 149, 164, 176, 191, 204, 211, 216, 217, 218, 218]"
13,0.23999999999999994,83,"[30, 52, 62, 70, 76, 80, 81, 82, 83, 83]"
13,0.24999999999999992,52,"[30, 42, 44, 47, 49, 50, 51, 52, 52]"
14,0.1,10000,"[30, 189, 1304, 7988, 10000, 10000]"
14,0.11,10000,"[30, 184, 1178, 7654, 10000, 10000]"
14,0.12,10000,"[30, 163, 895, 6320, 9996, 10000, 10000]"
14,0.13,10000,"[30, 132, 593, 4275, 9959, 10000, 10000]"
14,0.13999999999999999,10000,"[30, 139, 602, 4131, 9962, 10000, 10000]"
14,0.14999999999999997,10000,"[30, 116, 408, 2175, 9313, 10000, 10000]"
14,0.15999999999999998,10000,"[30, 101, 304, 1234, 7291, 10000, 10000]"
14,0.16999999999999998,10000,"[30, 107, 317, 1130, 6857, 10000, 10000]"
14,0.17999999999999997,10000,"[30, 82, 171, 358, 978, 5706, 9993, 10000, 10000]"
14,0.18999999999999995,10000,"[30, 74, 156, 328, 751, 3644, 9877, 10000, 10000]"
14,0.19999999999999996,10000,"[30, 75, 133, 225, 432, 1067, 5719, 9995, 10000, 10000]"
14,0.20999999999999996,10000,"[30, 53, 73, 108, 152, 214, 289, 429, 679, 1694, 8129, 10000, 10000]"
14,0.21999999999999995,10000,"[30, 57, 90, 122, 151, 184, 229, 275, 330, 423, 603, 1135, 5191, 9989, 10000, 10000]"
14,0.22999999999999995,147,"[30, 54, 69, 82, 95, 105, 115, 121, 132, 137, 140, 143, 146, 147, 147]"
14,0.23999999999999994,60,"[30, 45, 48, 52, 55, 57, 59, 60, 60]"
14,0.24999999999999992,48,"[30, 43, 47, 48, 48]"
