z,p,cascades,verlauf
2,0.13,4231,"[30, 72, 136, 223, 326, 455, 629, 833, 1079, 1361, 1663, 1981, 2276, 2560, 2805, 3009, 3172, 3345, 3481, 3603, 3708, 3804, 3888, 3960, 4017, 4059, 4101, 4142, 4164, 4183, 4197, 4207, 4219, 4226, 4229, 4230, 4231, 4231]"
2,0.13999999999999999,3978,"[30, 74, 126, 194, 269, 393, 544, 710, 888, 1129, 1408, 1673, 1953, 2236, 2490, 2725, 2934, 3115, 3237, 3370, 3469, 3553, 3620, 3675, 3722, 3763, 3800, 3840, 3875, 3895, 3910, 3921, 3930, 3939, 3949, 3958, 3967, 3972, 3974, 3978, 3978]"
2,0.14999999999999997,4094,"[30, 71, 113, 151, 214, 296, 387, 499, 657, 863, 1089, 1320, 1569, 1831, 2099, 2345, 2568, 2774, 2976, 3160, 3313, 3449, 3550, 3643, 3728, 3791, 3852, 3906, 3955, 3985, 4010, 4034, 4044, 4051, 4055, 4060, 4063, 4066, 4069, 4075, 4078, 4079, 4081, 4082, 4083, 4085, 4088, 4090, 4093, 4094, 4094]"
2,0.15999999999999998,3352,"[30, 74, 135, 193, 261, 335, 428, 554, 696, 855, 1007, 1184, 1351, 1501, 1647, 1787, 1930, 2094, 2247, 2389, 2514, 2620, 2729, 2813, 2899, 2973, 3041, 3101, 3144, 3181, 3205, 3225, 3234, 3252, 3273, 3290, 3304, 3317, 3327, 3333, 3336, 3341, 3344, 3348, 3350, 3351, 3352, 3352]"
2,0.16999999999999998,3079,"[30, 78, 116, 164, 228, 316, 399, 482, 569, 645, 729, 818, 923, 1034, 1165, 1339, 1519, 1686, 1873, 2049, 2233, 2389, 2535, 2665, 2766, 2832, 2878, 2924, 2954, 2975, 2991, 3010, 3029, 3042, 3051, 3060, 3063, 3066, 3070, 3075, 3079, 3079]"
2,0.17999999999999997,3212,"[30, 70, 129, 208, 297, 409, 557, 720, 907, 1120, 1339, 1552, 1753, 1949, 2116, 2275, 2412, 2531, 2628, 2710, 2782, 2859, 2913, 2958, 3004, 3040, 3070, 3096, 3122, 3140, 3153, 3167, 3178, 3186, 3199, 3208, 3211, 3212, 3212]"
2,0.18999999999999995,3014,"[30, 72, 122, 181, 241, 341, 452, 577, 699, 853, 1028, 1196, 1378, 1546, 1688, 1829, 1982, 2120, 2235, 2336, 2430, 2519, 2585, 2640, 2686, 2746, 2798, 2839, 2877, 2910, 2933, 2955, 2967, 2977, 2988, 2997, 3004, 3010, 3012, 3013, 3014, 3014]"
2,0.19999999999999996,2678,"[30, 71, 112, 147, 205, 273, 350, 434, 540, 677, 803, 940, 1076, 1213, 1336, 1454, 1542, 1647, 1752, 1862, 1958, 2054, 2129, 2196, 2251, 2290, 2329, 2362, 2404, 2448, 2492, 2519, 2546, 2570, 2598, 2619, 2643, 2657, 2662, 2664, 2669, 2675, 2678, 2678]"
2,0.20999999999999996,2115,"[30, 71, 123, 168, 219, 268, 327, 400, 475, 559, 636, 739, 842, 936, 1026, 1120, 1211, 1315, 1406, 1479, 1541, 1607, 1671, 1718, 1770, 1812, 1862, 1910, 1939, 1956, 1970, 1982, 1996, 2013, 2028, 2032, 2036, 2041, 2048, 2056, 2062, 2068, 2076, 2084, 2091, 2097, 2101, 2106, 2112, 2114, 2115, 2115]"
2,0.21999999999999995,2251,"[30, 75, 109, 149, 198, 256, 300, 345, 396, 445, 497, 556, 621, 689, 760, 838, 913, 986, 1074, 1171, 1264, 1344, 1437, 1518, 1595, 1659, 1724, 1773, 1819, 1877, 1925, 1971, 2019, 2054, 2081, 2098, 2119, 2131, 2140, 2150, 2157, 2164, 2170, 2173, 2177, 2180, 2184, 2185, 2187, 2191, 2198, 2206, 2214, 2223, 2235, 2242, 2246, 2250, 2251, 2251]"
2,0.22999999999999995,2292,"[30, 68, 123, 193, 270, 362, 471, 592, 716, 841, 962, 1075, 1182, 1290, 1386, 1492, 1591, 1682, 1758, 1808, 1853, 1891, 1913, 1941, 1973, 2001, 2026, 2051, 2077, 2093, 2100, 2107, 2113, 2119, 2125, 2133, 2139, 2155, 2175, 2185, 2196, 2208, 2224, 2239, 2249, 2258, 2263, 2267, 2269, 2273, 2277, 2281, 2285, 2287, 2288, 2289, 2291, 2292, 2292]"
2,0.23999999999999994,2146,"[30, 71, 116, 165, 208, 268, 336, 404, 469, 551, 635, 720, 820, 925, 1020, 1121, 1230, 1343, 1443, 1536, 1620, 1710, 1787, 1845, 1889, 1936, 1975, 2013, 2039, 2062, 2074, 2085, 2096, 2107, 2113, 2115, 2118, 2121, 2123, 2126, 2132, 2136, 2138, 2141, 2143, 2145, 2146, 2146]"
2,0.24999999999999992,1626,"[30, 70, 109, 141, 193, 253, 322, 390, 466, 558, 638, 735, 835, 930, 1009, 1087, 1145, 1204, 1270, 1319, 1367, 1412, 1446, 1477, 1496, 1507, 1520, 1537, 1554, 1577, 1599, 1612, 1623, 1626, 1626]"
